Resource,Derating_Factor_1
COAL_12908_GF,0.95
NUC_12908_GF,0.95
NG_CT_12756_GF,0.95
NG_CCGT_12756_GF,0.95
COAL_12756_GF,0.95
NUC_12756_GF,0.95
NG_CT_12899_GF,0.95
NG_CCGT_12899_GF,0.95
COAL_12899_GF,0.95
NUC_12899_GF,0.95
NG_CT_3098_GF,0.95
NG_CCGT_3098_GF,0.95
COAL_3098_GF,0.95
NUC_3098_GF,0.95
NG_CT_13362_GF,0.95
NG_CCGT_13362_GF,0.95
COAL_13362_GF,0.95
NUC_13362_GF,0.95
NG_CT_1021_GF,0.95
NG_CCGT_1021_GF,0.95
COAL_1021_GF,0.95
NUC_1021_GF,0.95
NG_CT_13360_GF,0.95
NG_CCGT_13360_GF,0.95
COAL_13360_GF,0.95
NUC_13360_GF,0.95
NG_CT_3112_GF,0.95
NG_CCGT_3112_GF,0.95
COAL_3112_GF,0.95
NUC_3112_GF,0.95
NG_CT_13160_GF,0.95
NG_CCGT_13160_GF,0.95
COAL_13160_GF,0.95
NUC_13160_GF,0.95
NG_CT_12845_GF,0.95
NG_CCGT_12845_GF,0.95
COAL_12845_GF,0.95
NUC_12845_GF,0.95
NG_CT_12938_GF,0.95
NG_CCGT_12938_GF,0.95
COAL_12938_GF,0.95
NUC_12938_GF,0.95
NG_CT_12856_GF,0.95
NG_CCGT_12856_GF,0.95
COAL_12856_GF,0.95
NUC_12856_GF,0.95
NG_CT_12859_GF,0.95
NG_CCGT_12859_GF,0.95
COAL_12859_GF,0.95
NUC_12859_GF,0.95
NG_CT_12839_GF,0.95
NG_CCGT_12839_GF,0.95
COAL_12839_GF,0.95
NUC_12839_GF,0.95
NG_CT_3095_GF,0.95
NG_CCGT_3095_GF,0.95
COAL_3095_GF,0.95
NUC_3095_GF,0.95
NG_CT_12812_GF,0.95
NG_CCGT_12812_GF,0.95
COAL_12812_GF,0.95
NUC_12812_GF,0.95
NG_CT_12800_GF,0.95
NG_CCGT_12800_GF,0.95
COAL_12800_GF,0.95
NUC_12800_GF,0.95
NG_CT_12977_GF,0.95
NG_CCGT_12977_GF,0.95
COAL_12977_GF,0.95
NUC_12977_GF,0.95
NG_CT_2071_GF,0.95
NG_CCGT_2071_GF,0.95
COAL_2071_GF,0.95
NUC_2071_GF,0.95
NG_CT_13005_GF,0.95
NG_CCGT_13005_GF,0.95
COAL_13005_GF,0.95
NUC_13005_GF,0.95
NG_CT_12957_GF,0.95
NG_CCGT_12957_GF,0.95
COAL_12957_GF,0.95
NUC_12957_GF,0.95
NG_CT_12941_GF,0.95
NG_CCGT_12941_GF,0.95
COAL_12941_GF,0.95
NUC_12941_GF,0.95
NG_CT_13372_GF,0.95
NG_CCGT_13372_GF,0.95
COAL_13372_GF,0.95
NUC_13372_GF,0.95
NG_CT_3039_GF,0.95
NG_CCGT_3039_GF,0.95
COAL_3039_GF,0.95
NUC_3039_GF,0.95
NG_CT_13062_GF,0.95
NG_CCGT_13062_GF,0.95
COAL_13062_GF,0.95
NUC_13062_GF,0.95
NG_CT_13049_GF,0.95
NG_CCGT_13049_GF,0.95
COAL_13049_GF,0.95
NUC_13049_GF,0.95
NG_CT_1042_GF,0.95
NG_CCGT_1042_GF,0.95
COAL_1042_GF,0.95
NUC_1042_GF,0.95
NG_CT_3034_GF,0.95
NG_CCGT_3034_GF,0.95
COAL_3034_GF,0.95
NUC_3034_GF,0.95
NG_CT_13350_GF,0.95
NG_CCGT_13350_GF,0.95
COAL_13350_GF,0.95
NUC_13350_GF,0.95
NG_CT_3071_GF,0.95
NG_CCGT_3071_GF,0.95
COAL_3071_GF,0.95
NUC_3071_GF,0.95
NG_CT_12734_GF,0.95
NG_CCGT_12734_GF,0.95
COAL_12734_GF,0.95
NUC_12734_GF,0.95
NG_CT_1057_GF,0.95
NG_CCGT_1057_GF,0.95
COAL_1057_GF,0.95
NUC_1057_GF,0.95
NG_CT_13037_GF,0.95
NG_CCGT_13037_GF,0.95
COAL_13037_GF,0.95
NUC_13037_GF,0.95
NG_CT_2019_GF,0.95
NG_CCGT_2019_GF,0.95
COAL_2019_GF,0.95
NUC_2019_GF,0.95
NG_CT_13050_GF,0.95
NG_CCGT_13050_GF,0.95
COAL_13050_GF,0.95
NUC_13050_GF,0.95
NG_CT_12647_GF,0.95
NG_CCGT_12647_GF,0.95
COAL_12647_GF,0.95
NUC_12647_GF,0.95
NG_CT_4050_GF,0.95
NG_CCGT_4050_GF,0.95
COAL_4050_GF,0.95
NUC_4050_GF,0.95
NG_CT_13420_GF,0.95
NG_CCGT_13420_GF,0.95
COAL_13420_GF,0.95
NUC_13420_GF,0.95
NG_CT_13120_GF,0.95
NG_CCGT_13120_GF,0.95
COAL_13120_GF,0.95
NUC_13120_GF,0.95
NG_CT_12979_GF,0.95
NG_CCGT_12979_GF,0.95
COAL_12979_GF,0.95
NUC_12979_GF,0.95
NG_CT_13125_GF,0.95
NG_CCGT_13125_GF,0.95
COAL_13125_GF,0.95
NUC_13125_GF,0.95
NG_CT_13116_GF,0.95
NG_CCGT_13116_GF,0.95
COAL_13116_GF,0.95
NUC_13116_GF,0.95
NG_CT_13136_GF,0.95
NG_CCGT_13136_GF,0.95
COAL_13136_GF,0.95
NUC_13136_GF,0.95
NG_CT_13134_GF,0.95
NG_CCGT_13134_GF,0.95
COAL_13134_GF,0.95
NUC_13134_GF,0.95
NG_CT_12677_GF,0.95
NG_CCGT_12677_GF,0.95
COAL_12677_GF,0.95
NUC_12677_GF,0.95
NG_CT_13162_GF,0.95
NG_CCGT_13162_GF,0.95
COAL_13162_GF,0.95
NUC_13162_GF,0.95
NG_CT_13166_GF,0.95
NG_CCGT_13166_GF,0.95
COAL_13166_GF,0.95
NUC_13166_GF,0.95
NG_CT_13351_GF,0.95
NG_CCGT_13351_GF,0.95
COAL_13351_GF,0.95
NUC_13351_GF,0.95
NG_CT_13395_GF,0.95
NG_CCGT_13395_GF,0.95
COAL_13395_GF,0.95
NUC_13395_GF,0.95
NG_CT_6083_GF,0.95
NG_CCGT_6083_GF,0.95
COAL_6083_GF,0.95
NUC_6083_GF,0.95
NG_CT_6137_GF,0.95
NG_CCGT_6137_GF,0.95
COAL_6137_GF,0.95
NUC_6137_GF,0.95
NG_CT_6082_GF,0.95
NG_CCGT_6082_GF,0.95
COAL_6082_GF,0.95
NUC_6082_GF,0.95
NG_CT_4045_GF,0.95
NG_CCGT_4045_GF,0.95
COAL_4045_GF,0.95
NUC_4045_GF,0.95
NG_CT_5290_GF,0.95
NG_CCGT_5290_GF,0.95
COAL_5290_GF,0.95
NUC_5290_GF,0.95
NG_CT_2063_GF,0.95
NG_CCGT_2063_GF,0.95
COAL_2063_GF,0.95
NUC_2063_GF,0.95
NG_CT_3106_GF,0.95
NG_CCGT_3106_GF,0.95
COAL_3106_GF,0.95
NUC_3106_GF,0.95
NG_CT_3014_GF,0.95
NG_CCGT_3014_GF,0.95
COAL_3014_GF,0.95
NUC_3014_GF,0.95
NG_CT_4047_GF,0.95
NG_CCGT_4047_GF,0.95
COAL_4047_GF,0.95
NUC_4047_GF,0.95
NG_CT_6214_GF,0.95
NG_CCGT_6214_GF,0.95
COAL_6214_GF,0.95
NUC_6214_GF,0.95
NG_CT_6213_GF,0.95
NG_CCGT_6213_GF,0.95
COAL_6213_GF,0.95
NUC_6213_GF,0.95
NG_CT_13391_GF,0.95
NG_CCGT_13391_GF,0.95
COAL_13391_GF,0.95
NUC_13391_GF,0.95
NG_CT_13393_GF,0.95
NG_CCGT_13393_GF,0.95
COAL_13393_GF,0.95
NUC_13393_GF,0.95
NG_CT_4046_GF,0.95
NG_CCGT_4046_GF,0.95
COAL_4046_GF,0.95
NUC_4046_GF,0.95
NG_CT_13414_GF,0.95
NG_CCGT_13414_GF,0.95
COAL_13414_GF,0.95
NUC_13414_GF,0.95
NG_CT_13264_GF,0.95
NG_CCGT_13264_GF,0.95
COAL_13264_GF,0.95
NUC_13264_GF,0.95
NG_CT_13107_GF,0.95
NG_CCGT_13107_GF,0.95
COAL_13107_GF,0.95
NUC_13107_GF,0.95
NG_CT_13257_GF,0.95
NG_CCGT_13257_GF,0.95
COAL_13257_GF,0.95
NUC_13257_GF,0.95
NG_CT_13278_GF,0.95
NG_CCGT_13278_GF,0.95
COAL_13278_GF,0.95
NUC_13278_GF,0.95
NG_CT_13281_GF,0.95
NG_CCGT_13281_GF,0.95
COAL_13281_GF,0.95
NUC_13281_GF,0.95
NG_CT_12583_GF,0.95
NG_CCGT_12583_GF,0.95
COAL_12583_GF,0.95
NUC_12583_GF,0.95
NG_CT_12586_GF,0.95
NG_CCGT_12586_GF,0.95
COAL_12586_GF,0.95
NUC_12586_GF,0.95
NG_CT_13250_GF,0.95
NG_CCGT_13250_GF,0.95
COAL_13250_GF,0.95
NUC_13250_GF,0.95
NG_CT_13269_GF,0.95
NG_CCGT_13269_GF,0.95
COAL_13269_GF,0.95
NUC_13269_GF,0.95
NG_CT_13260_GF,0.95
NG_CCGT_13260_GF,0.95
COAL_13260_GF,0.95
NUC_13260_GF,0.95
NG_CT_13401_GF,0.95
NG_CCGT_13401_GF,0.95
COAL_13401_GF,0.95
NUC_13401_GF,0.95
NG_CT_13413_GF,0.95
NG_CCGT_13413_GF,0.95
COAL_13413_GF,0.95
NUC_13413_GF,0.95
NG_CT_6155_GF,0.95
NG_CCGT_6155_GF,0.95
COAL_6155_GF,0.95
NUC_6155_GF,0.95
NG_CT_1024_GF,0.95
NG_CCGT_1024_GF,0.95
COAL_1024_GF,0.95
NUC_1024_GF,0.95
NG_CT_13173_GF,0.95
NG_CCGT_13173_GF,0.95
COAL_13173_GF,0.95
NUC_13173_GF,0.95
NG_CT_13411_GF,0.95
NG_CCGT_13411_GF,0.95
COAL_13411_GF,0.95
NUC_13411_GF,0.95
NG_CT_13311_GF,0.95
NG_CCGT_13311_GF,0.95
COAL_13311_GF,0.95
NUC_13311_GF,0.95
NG_CT_2106_GF,0.95
NG_CCGT_2106_GF,0.95
COAL_2106_GF,0.95
NUC_2106_GF,0.95
NG_CT_12675_GF,0.95
NG_CCGT_12675_GF,0.95
COAL_12675_GF,0.95
NUC_12675_GF,0.95
NG_CT_13316_GF,0.95
NG_CCGT_13316_GF,0.95
COAL_13316_GF,0.95
NUC_13316_GF,0.95
NG_CT_13123_GF,0.95
NG_CCGT_13123_GF,0.95
COAL_13123_GF,0.95
NUC_13123_GF,0.95
NG_CT_12688_GF,0.95
NG_CCGT_12688_GF,0.95
COAL_12688_GF,0.95
NUC_12688_GF,0.95
NG_CT_13320_GF,0.95
NG_CCGT_13320_GF,0.95
COAL_13320_GF,0.95
NUC_13320_GF,0.95
NG_CT_13422_GF,0.95
NG_CCGT_13422_GF,0.95
COAL_13422_GF,0.95
NUC_13422_GF,0.95
NG_CT_13084_GF,0.95
NG_CCGT_13084_GF,0.95
COAL_13084_GF,0.95
NUC_13084_GF,0.95
NG_CT_13078_GF,0.95
NG_CCGT_13078_GF,0.95
COAL_13078_GF,0.95
NUC_13078_GF,0.95
NG_CT_13074_GF,0.95
NG_CCGT_13074_GF,0.95
COAL_13074_GF,0.95
NUC_13074_GF,0.95
NG_CT_13072_GF,0.95
NG_CCGT_13072_GF,0.95
COAL_13072_GF,0.95
NUC_13072_GF,0.95
NG_CT_13318_GF,0.95
NG_CCGT_13318_GF,0.95
COAL_13318_GF,0.95
NUC_13318_GF,0.95
NG_CT_8020_GF,0.95
NG_CCGT_8020_GF,0.95
COAL_8020_GF,0.95
NUC_8020_GF,0.95
NG_CT_13045_GF,0.95
NG_CCGT_13045_GF,0.95
COAL_13045_GF,0.95
NUC_13045_GF,0.95
NG_CT_13424_GF,0.95
NG_CCGT_13424_GF,0.95
COAL_13424_GF,0.95
NUC_13424_GF,0.95
NG_CT_13023_GF,0.95
NG_CCGT_13023_GF,0.95
COAL_13023_GF,0.95
NUC_13023_GF,0.95
NG_CT_13019_GF,0.95
NG_CCGT_13019_GF,0.95
COAL_13019_GF,0.95
NUC_13019_GF,0.95
NG_CT_12661_GF,0.95
NG_CCGT_12661_GF,0.95
COAL_12661_GF,0.95
NUC_12661_GF,0.95
NG_CT_13007_GF,0.95
NG_CCGT_13007_GF,0.95
COAL_13007_GF,0.95
NUC_13007_GF,0.95
NG_CT_12981_GF,0.95
NG_CCGT_12981_GF,0.95
COAL_12981_GF,0.95
NUC_12981_GF,0.95
NG_CT_13423_GF,0.95
NG_CCGT_13423_GF,0.95
COAL_13423_GF,0.95
NUC_13423_GF,0.95
NG_CT_5284_GF,0.95
NG_CCGT_5284_GF,0.95
COAL_5284_GF,0.95
NUC_5284_GF,0.95
NG_CT_12968_GF,0.95
NG_CCGT_12968_GF,0.95
COAL_12968_GF,0.95
NUC_12968_GF,0.95
NG_CT_1009_GF,0.95
NG_CCGT_1009_GF,0.95
COAL_1009_GF,0.95
NUC_1009_GF,0.95
NG_CT_12789_GF,0.95
NG_CCGT_12789_GF,0.95
COAL_12789_GF,0.95
NUC_12789_GF,0.95
NG_CT_12913_GF,0.95
NG_CCGT_12913_GF,0.95
COAL_12913_GF,0.95
NUC_12913_GF,0.95
NG_CT_7230_GF,0.95
NG_CCGT_7230_GF,0.95
COAL_7230_GF,0.95
NUC_7230_GF,0.95
NG_CT_12890_GF,0.95
NG_CCGT_12890_GF,0.95
COAL_12890_GF,0.95
NUC_12890_GF,0.95
NG_CT_12878_GF,0.95
NG_CCGT_12878_GF,0.95
COAL_12878_GF,0.95
NUC_12878_GF,0.95
NG_CT_13363_GF,0.95
NG_CCGT_13363_GF,0.95
COAL_13363_GF,0.95
NUC_13363_GF,0.95
NG_CT_12875_GF,0.95
NG_CCGT_12875_GF,0.95
COAL_12875_GF,0.95
NUC_12875_GF,0.95
NG_CT_5115_GF,0.95
NG_CCGT_5115_GF,0.95
COAL_5115_GF,0.95
NUC_5115_GF,0.95
NG_CT_13370_GF,0.95
NG_CCGT_13370_GF,0.95
COAL_13370_GF,0.95
NUC_13370_GF,0.95
NG_CT_5174_GF,0.95
NG_CCGT_5174_GF,0.95
COAL_5174_GF,0.95
NUC_5174_GF,0.95
NG_CT_5081_GF,0.95
NG_CCGT_5081_GF,0.95
COAL_5081_GF,0.95
NUC_5081_GF,0.95
NG_CT_5080_GF,0.95
NG_CCGT_5080_GF,0.95
COAL_5080_GF,0.95
NUC_5080_GF,0.95
NG_CT_12904_GF,0.95
NG_CCGT_12904_GF,0.95
COAL_12904_GF,0.95
NUC_12904_GF,0.95
NG_CT_12853_GF,0.95
NG_CCGT_12853_GF,0.95
COAL_12853_GF,0.95
NUC_12853_GF,0.95
NG_CT_12915_GF,0.95
NG_CCGT_12915_GF,0.95
COAL_12915_GF,0.95
NUC_12915_GF,0.95
NG_CT_12921_GF,0.95
NG_CCGT_12921_GF,0.95
COAL_12921_GF,0.95
NUC_12921_GF,0.95
NG_CT_12927_GF,0.95
NG_CCGT_12927_GF,0.95
COAL_12927_GF,0.95
NUC_12927_GF,0.95
NG_CT_12790_GF,0.95
NG_CCGT_12790_GF,0.95
COAL_12790_GF,0.95
NUC_12790_GF,0.95
NG_CT_7116_GF,0.95
NG_CCGT_7116_GF,0.95
COAL_7116_GF,0.95
NUC_7116_GF,0.95
NG_CT_5029_GF,0.95
NG_CCGT_5029_GF,0.95
COAL_5029_GF,0.95
NUC_5029_GF,0.95
NG_CT_1008_GF,0.95
NG_CCGT_1008_GF,0.95
COAL_1008_GF,0.95
NUC_1008_GF,0.95
NG_CT_12924_GF,0.95
NG_CCGT_12924_GF,0.95
COAL_12924_GF,0.95
NUC_12924_GF,0.95
NG_CT_12911_GF,0.95
NG_CCGT_12911_GF,0.95
COAL_12911_GF,0.95
NUC_12911_GF,0.95
NG_CT_12919_GF,0.95
NG_CCGT_12919_GF,0.95
COAL_12919_GF,0.95
NUC_12919_GF,0.95
NG_CT_12917_GF,0.95
NG_CCGT_12917_GF,0.95
COAL_12917_GF,0.95
NUC_12917_GF,0.95
NG_CT_12775_GF,0.95
NG_CCGT_12775_GF,0.95
COAL_12775_GF,0.95
NUC_12775_GF,0.95
NG_CT_12769_GF,0.95
NG_CCGT_12769_GF,0.95
COAL_12769_GF,0.95
NUC_12769_GF,0.95
NG_CT_12833_GF,0.95
NG_CCGT_12833_GF,0.95
COAL_12833_GF,0.95
NUC_12833_GF,0.95
NG_CT_12929_GF,0.95
NG_CCGT_12929_GF,0.95
COAL_12929_GF,0.95
NUC_12929_GF,0.95
NG_CT_12764_GF,0.95
NG_CCGT_12764_GF,0.95
COAL_12764_GF,0.95
NUC_12764_GF,0.95
NG_CT_12892_GF,0.95
NG_CCGT_12892_GF,0.95
COAL_12892_GF,0.95
NUC_12892_GF,0.95
NG_CT_12909_GF,0.95
NG_CCGT_12909_GF,0.95
COAL_12909_GF,0.95
NUC_12909_GF,0.95
NG_CT_12895_GF,0.95
NG_CCGT_12895_GF,0.95
COAL_12895_GF,0.95
NUC_12895_GF,0.95
NG_CT_13321_GF,0.95
NG_CCGT_13321_GF,0.95
COAL_13321_GF,0.95
NUC_13321_GF,0.95
NG_CT_12954_GF,0.95
NG_CCGT_12954_GF,0.95
COAL_12954_GF,0.95
NUC_12954_GF,0.95
NG_CT_12952_GF,0.95
NG_CCGT_12952_GF,0.95
COAL_12952_GF,0.95
NUC_12952_GF,0.95
NG_CT_12950_GF,0.95
NG_CCGT_12950_GF,0.95
COAL_12950_GF,0.95
NUC_12950_GF,0.95
NG_CT_12949_GF,0.95
NG_CCGT_12949_GF,0.95
COAL_12949_GF,0.95
NUC_12949_GF,0.95
NG_CT_12947_GF,0.95
NG_CCGT_12947_GF,0.95
COAL_12947_GF,0.95
NUC_12947_GF,0.95
NG_CT_13000_GF,0.95
NG_CCGT_13000_GF,0.95
COAL_13000_GF,0.95
NUC_13000_GF,0.95
NG_CT_12997_GF,0.95
NG_CCGT_12997_GF,0.95
COAL_12997_GF,0.95
NUC_12997_GF,0.95
NG_CT_13021_GF,0.95
NG_CCGT_13021_GF,0.95
COAL_13021_GF,0.95
NUC_13021_GF,0.95
NG_CT_13024_GF,0.95
NG_CCGT_13024_GF,0.95
COAL_13024_GF,0.95
NUC_13024_GF,0.95
NG_CT_13009_GF,0.95
NG_CCGT_13009_GF,0.95
COAL_13009_GF,0.95
NUC_13009_GF,0.95
NG_CT_13039_GF,0.95
NG_CCGT_13039_GF,0.95
COAL_13039_GF,0.95
NUC_13039_GF,0.95
NG_CT_1011_GF,0.95
NG_CCGT_1011_GF,0.95
COAL_1011_GF,0.95
NUC_1011_GF,0.95
NG_CT_12946_GF,0.95
NG_CCGT_12946_GF,0.95
COAL_12946_GF,0.95
NUC_12946_GF,0.95
NG_CT_13080_GF,0.95
NG_CCGT_13080_GF,0.95
COAL_13080_GF,0.95
NUC_13080_GF,0.95
NG_CT_13082_GF,0.95
NG_CCGT_13082_GF,0.95
COAL_13082_GF,0.95
NUC_13082_GF,0.95
NG_CT_13416_GF,0.95
NG_CCGT_13416_GF,0.95
COAL_13416_GF,0.95
NUC_13416_GF,0.95
NG_CT_4133_GF,0.95
NG_CCGT_4133_GF,0.95
COAL_4133_GF,0.95
NUC_4133_GF,0.95
NG_CT_12619_GF,0.95
NG_CCGT_12619_GF,0.95
COAL_12619_GF,0.95
NUC_12619_GF,0.95
NG_CT_12592_GF,0.95
NG_CCGT_12592_GF,0.95
COAL_12592_GF,0.95
NUC_12592_GF,0.95
NG_CT_13115_GF,0.95
NG_CCGT_13115_GF,0.95
COAL_13115_GF,0.95
NUC_13115_GF,0.95
NG_CT_4121_GF,0.95
NG_CCGT_4121_GF,0.95
COAL_4121_GF,0.95
NUC_4121_GF,0.95
NG_CT_13421_GF,0.95
NG_CCGT_13421_GF,0.95
COAL_13421_GF,0.95
NUC_13421_GF,0.95
NG_CT_6329_GF,0.95
NG_CCGT_6329_GF,0.95
COAL_6329_GF,0.95
NUC_6329_GF,0.95
NG_CT_6001_GF,0.95
NG_CCGT_6001_GF,0.95
COAL_6001_GF,0.95
NUC_6001_GF,0.95
NG_CT_13418_GF,0.95
NG_CCGT_13418_GF,0.95
COAL_13418_GF,0.95
NUC_13418_GF,0.95
NG_CT_13314_GF,0.95
NG_CCGT_13314_GF,0.95
COAL_13314_GF,0.95
NUC_13314_GF,0.95
NG_CT_12681_GF,0.95
NG_CCGT_12681_GF,0.95
COAL_12681_GF,0.95
NUC_12681_GF,0.95
NG_CT_12987_GF,0.95
NG_CCGT_12987_GF,0.95
COAL_12987_GF,0.95
NUC_12987_GF,0.95
NG_CT_13388_GF,0.95
NG_CCGT_13388_GF,0.95
COAL_13388_GF,0.95
NUC_13388_GF,0.95
NG_CT_13145_GF,0.95
NG_CCGT_13145_GF,0.95
COAL_13145_GF,0.95
NUC_13145_GF,0.95
NG_CT_13309_GF,0.95
NG_CCGT_13309_GF,0.95
COAL_13309_GF,0.95
NUC_13309_GF,0.95
NG_CT_12657_GF,0.95
NG_CCGT_12657_GF,0.95
COAL_12657_GF,0.95
NUC_12657_GF,0.95
NG_CT_13390_GF,0.95
NG_CCGT_13390_GF,0.95
COAL_13390_GF,0.95
NUC_13390_GF,0.95
NG_CT_13254_GF,0.95
NG_CCGT_13254_GF,0.95
COAL_13254_GF,0.95
NUC_13254_GF,0.95
NG_CT_13138_GF,0.95
NG_CCGT_13138_GF,0.95
COAL_13138_GF,0.95
NUC_13138_GF,0.95
NG_CT_13397_GF,0.95
NG_CCGT_13397_GF,0.95
COAL_13397_GF,0.95
NUC_13397_GF,0.95
NG_CT_13187_GF,0.95
NG_CCGT_13187_GF,0.95
COAL_13187_GF,0.95
NUC_13187_GF,0.95
NG_CT_13400_GF,0.95
NG_CCGT_13400_GF,0.95
COAL_13400_GF,0.95
NUC_13400_GF,0.95
NG_CT_12634_GF,0.95
NG_CCGT_12634_GF,0.95
COAL_12634_GF,0.95
NUC_12634_GF,0.95
NG_CT_13394_GF,0.95
NG_CCGT_13394_GF,0.95
COAL_13394_GF,0.95
NUC_13394_GF,0.95
NG_CT_13399_GF,0.95
NG_CCGT_13399_GF,0.95
COAL_13399_GF,0.95
NUC_13399_GF,0.95
NG_CT_13212_GF,0.95
NG_CCGT_13212_GF,0.95
COAL_13212_GF,0.95
NUC_13212_GF,0.95
NG_CT_13293_GF,0.95
NG_CCGT_13293_GF,0.95
COAL_13293_GF,0.95
NUC_13293_GF,0.95
NG_CT_13295_GF,0.95
NG_CCGT_13295_GF,0.95
COAL_13295_GF,0.95
NUC_13295_GF,0.95
NG_CT_13368_GF,0.95
NG_CCGT_13368_GF,0.95
COAL_13368_GF,0.95
NUC_13368_GF,0.95
NG_CT_13215_GF,0.95
NG_CCGT_13215_GF,0.95
COAL_13215_GF,0.95
NUC_13215_GF,0.95
NG_CT_13252_GF,0.95
NG_CCGT_13252_GF,0.95
COAL_13252_GF,0.95
NUC_13252_GF,0.95
NG_CT_13251_GF,0.95
NG_CCGT_13251_GF,0.95
COAL_13251_GF,0.95
NUC_13251_GF,0.95
NG_CT_12545_GF,0.95
NG_CCGT_12545_GF,0.95
COAL_12545_GF,0.95
NUC_12545_GF,0.95
NG_CT_2001_GF,0.95
NG_CCGT_2001_GF,0.95
COAL_2001_GF,0.95
NUC_2001_GF,0.95
NG_CT_13383_GF,0.95
NG_CCGT_13383_GF,0.95
COAL_13383_GF,0.95
NUC_13383_GF,0.95
NG_CT_13213_GF,0.95
NG_CCGT_13213_GF,0.95
COAL_13213_GF,0.95
NUC_13213_GF,0.95
NG_CT_4100_GF,0.95
NG_CCGT_4100_GF,0.95
COAL_4100_GF,0.95
NUC_4100_GF,0.95
NG_CT_4069_GF,0.95
NG_CCGT_4069_GF,0.95
COAL_4069_GF,0.95
NUC_4069_GF,0.95
NG_CT_7312_GF,0.95
NG_CCGT_7312_GF,0.95
COAL_7312_GF,0.95
NUC_7312_GF,0.95
NG_CT_7086_GF,0.95
NG_CCGT_7086_GF,0.95
COAL_7086_GF,0.95
NUC_7086_GF,0.95
NG_CT_13408_GF,0.95
NG_CCGT_13408_GF,0.95
COAL_13408_GF,0.95
NUC_13408_GF,0.95
NG_CT_13407_GF,0.95
NG_CCGT_13407_GF,0.95
COAL_13407_GF,0.95
NUC_13407_GF,0.95
NG_CT_4090_GF,0.95
NG_CCGT_4090_GF,0.95
COAL_4090_GF,0.95
NUC_4090_GF,0.95
NG_CT_8099_GF,0.95
NG_CCGT_8099_GF,0.95
